Tahun,Provinsi,sisa_makanan,kayu_ranting,kertas_karton,plastik,logam,kain,karet_kulit,kaca,lainnya
2022,Gorontalo,65.0,13.0,14.0,1.0,1.0,1.0,1.0,1.0,3.0
2022,Gorontalo,31.35,28.54,16.41,19.9,2.5,0.0,0.0,1.3,0.0
2022,Gorontalo,13.2,10.3,32.3,35.8,0.0,0.0,0.0,2.1,6.3
2022,Gorontalo,17.0,20.0,10.0,36.0,2.0,3.0,5.0,7.0,0.0
2022,Sulawesi Barat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Sulawesi Barat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Sulawesi Barat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Maluku,0.0,0.0,2.7,22.5,0.0,0.0,0.0,0.0,0.06
2022,Maluku,39.0,18.0,14.0,22.0,1.0,1.0,1.0,1.0,3.0
2022,Maluku Utara,49.86,15.9,12.79,13.34,0.84,4.19,0.89,2.08,0.11
2022,Maluku Utara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Papua,43.0,5.0,22.0,24.5,3.5,0.0,0.0,0.0,0.0
2022,Papua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Papua,12.74,39.29,22.38,11.64,10.48,0.01,0.13,3.33,0.0
2022,Papua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Papua,10.0,15.0,20.0,20.0,10.0,5.0,10.0,5.0,5.0
2022,Papua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Papua Barat,44.0,0.0,11.0,26.0,0.0,0.0,0.0,0.0,19.0
2022,Papua Barat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Papua Barat,10.0,15.0,20.0,25.0,10.0,5.0,10.0,5.0,0.0
2022,Papua Selatan,45.2,17.7,11.5,19.6,0.7,1.8,0.5,0.9,2.1
2022,Papua Selatan,15.0,13.0,20.0,15.0,1.0,5.0,2.0,10.0,19.0
2022,Papua Selatan,20.0,11.8,15.0,40.0,4.0,2.4,3.0,1.8,2.0
2022,Papua Tengah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Papua Barat Daya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Aceh,29.23,12.38,12.09,16.24,6.51,6.42,3.43,6.12,7.58
2021,Aceh,40.0,14.0,12.0,17.0,3.0,3.0,2.0,2.0,7.0
2021,Aceh,30.4,17.3,11.1,16.6,1.0,3.5,3.0,3.0,14.1
2021,Aceh,26.5,16.6,10.5,22.6,6.1,4.3,4.3,3.7,5.4
2021,Aceh,18.0,21.0,9.0,10.0,14.0,10.0,7.0,7.0,4.0
2021,Aceh,30.0,10.0,15.0,15.0,2.0,8.0,3.0,2.0,15.0
2021,Sumatera Utara,54.6,0.01,11.39,13.15,0.37,3.28,0.84,1.59,14.77
2021,Sumatera Utara,0.0,0.0,0.0,0.0,0.0,6.0,0.0,10.5,0.0
2021,Sumatera Utara,37.0,31.0,24.4,7.0,0.2,0.2,0.2,0.0,0.0
2021,Sumatera Utara,10.9,8.25,9.0,11.37,6.25,11.0,1.7,8.5,33.03
2021,Sumatera Utara,20.5,24.0,13.8,20.2,6.0,5.0,3.0,2.0,5.5
2021,Sumatera Utara,0.53,22.63,28.29,19.58,11.4,0.04,0.05,8.16,9.32
2021,Sumatera Utara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Sumatera Utara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Sumatera Utara,40.0,5.0,15.0,15.0,7.0,3.0,3.0,2.0,10.0
2021,Sumatera Utara,45.0,6.0,12.0,10.0,5.0,3.0,4.0,4.0,11.0
2021,Sumatera Utara,62.7,1.73,11.43,16.65,0.73,2.6,0.71,1.83,1.62
2021,Sumatera Barat,20.4,19.6,23.0,19.0,16.0,0.42,1.58,0.0,0.0
2021,Sumatera Barat,69.34,0.0,8.63,6.0,2.24,1.57,0.0,3.33,8.89
2021,Sumatera Barat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Sumatera Barat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Sumatera Barat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Sumatera Barat,0.0,0.0,40.0,29.0,27.0,0.0,0.0,0.0,0.0
2021,Sumatera Barat,34.25,0.78,16.35,25.69,0.13,0.59,0.55,2.41,19.25
2021,Sumatera Barat,62.8,6.84,5.7,12.4,0.19,3.3,1.5,2.4,4.87
2021,Sumatera Barat,45.66,11.37,10.01,22.02,0.62,0.52,0.19,1.2,8.41
2021,Sumatera Barat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Sumatera Barat,43.15,23.56,14.35,12.67,1.5,0.95,0.8,1.19,1.83
2021,Sumatera Barat,51.62,7.43,11.42,21.54,0.65,1.56,0.57,0.87,4.34
2021,Riau,65.0,2.0,2.0,30.0,0.0,1.0,0.0,0.0,0.0
2021,Riau,39.0,15.0,10.0,26.0,1.0,2.0,2.0,3.0,2.0
2021,Riau,59.0,3.0,12.0,10.0,2.0,1.0,1.0,1.0,11.0
2021,Riau,45.75,7.25,5.67,8.45,2.75,3.75,4.15,3.65,18.58
2021,Jambi,40.0,5.0,11.0,5.0,30.0,1.0,5.0,1.0,2.0
2021,Jambi,60.5,4.1,14.1,5.9,1.8,1.5,5.15,1.0,5.95
2021,Jambi,16.11,23.84,7.38,44.07,0.89,0.57,1.23,0.3,5.61
2021,Sumatera Selatan,61.02,8.07,7.38,17.18,1.14,1.33,0.36,0.31,3.21
2021,Sumatera Selatan,50.0,15.0,5.0,15.0,5.0,0.0,0.0,5.0,5.0
2021,Sumatera Selatan,50.0,10.0,10.0,10.0,10.0,1.0,5.0,3.0,1.0
2021,Sumatera Selatan,12.0,9.0,22.0,27.0,3.0,5.0,3.0,2.0,17.0
2021,Sumatera Selatan,56.9,5.4,15.1,17.5,0.5,2.7,0.3,0.8,0.8
2021,Sumatera Selatan,52.5,9.8,5.6,24.6,2.0,1.8,0.8,1.7,1.2
2021,Bengkulu,45.0,35.0,7.0,8.0,4.0,0.5,0.0,0.5,0.0
2021,Lampung,5.0,40.0,4.0,48.0,0.0,2.0,0.0,1.0,0.0
2021,Lampung,36.32,22.03,8.92,16.8,4.07,3.08,2.58,4.86,1.34
2021,Lampung,0.6,0.19,0.04,0.08,0.04,0.02,0.02,0.01,0.0
2021,Lampung,33.0,15.0,5.0,6.0,15.0,0.0,0.0,3.0,23.0
2021,Lampung,40.4,12.9,11.7,17.4,3.1,2.5,1.8,2.3,7.9
2021,Lampung,56.47,6.24,9.4,24.07,0.56,1.25,0.27,0.88,0.86
2021,Kepulauan Bangka Belitung,39.85,13.96,12.07,16.97,3.37,2.69,1.98,2.31,6.8
2021,Kepulauan Bangka Belitung,0.75,40.0,2.0,30.0,2.5,3.0,3.0,5.0,13.75
2021,Kepulauan Bangka Belitung,17.77,29.46,10.04,12.01,14.97,3.84,3.98,4.99,2.94
2021,Kepulauan Bangka Belitung,41.9,8.5,3.8,14.4,3.8,4.9,0.0,5.6,17.1
2021,Kepulauan Bangka Belitung,51.9,13.6,7.2,13.5,2.2,3.1,2.0,1.6,4.9
2021,Kepulauan Riau,37.66,5.4,23.89,14.0,0.7,5.25,4.6,3.0,5.5
2021,Kepulauan Riau,23.0,19.0,24.0,24.5,4.0,2.5,1.5,1.2,0.3
2021,Kepulauan Riau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,DKI Jakarta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,DKI Jakarta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,DKI Jakarta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,DKI Jakarta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,DKI Jakarta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,DKI Jakarta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Jawa Barat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Jawa Barat,59.3,0.0,6.3,20.5,1.0,2.6,0.0,3.4,6.9
2021,Jawa Barat,34.4,0.4,15.0,15.0,10.7,6.4,1.7,16.1,0.3
2021,Jawa Barat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Jawa Barat,20.0,5.0,15.0,40.0,3.0,3.0,2.0,2.0,10.0
2021,Jawa Barat,27.0,6.4,25.0,35.8,1.0,1.8,0.8,0.7,1.5
2021,Jawa Barat,40.0,14.0,20.0,15.0,1.0,2.5,0.5,1.0,6.0
2021,Jawa Barat,59.35,0.0,9.08,12.61,0.42,0.9,0.0,0.6,17.04
2021,Jawa Barat,44.52,3.98,13.12,16.7,0.9,4.75,2.38,1.97,11.68
2021,Jawa Barat,49.22,11.76,5.56,19.01,0.71,1.76,0.58,1.43,9.97
2021,Jawa Barat,65.2,7.2,4.2,15.6,0.2,6.3,0.5,0.5,0.3
2021,Jawa Barat,62.95,0.57,6.1,21.36,0.14,0.57,0.5,0.57,7.24
2021,Jawa Barat,0.0,50.6,8.6,15.6,3.1,5.3,0.0,3.0,13.8
2021,Jawa Tengah,57.67,10.63,9.71,16.42,1.33,1.25,0.51,0.65,1.83
2021,Jawa Tengah,36.0,6.0,6.0,30.0,9.0,5.0,3.0,5.0,0.0
2021,Jawa Tengah,60.51,2.2,8.91,18.35,0.71,2.34,5.18,0.88,0.92
2021,Jawa Tengah,3.0,67.0,6.0,9.0,4.0,0.5,0.3,1.0,8.2
2021,Jawa Tengah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Jawa Tengah,37.8,3.9,26.2,17.9,1.3,1.1,0.8,2.4,8.6
2021,Jawa Tengah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Jawa Tengah,67.42,3.82,10.46,15.05,0.1,0.42,0.08,0.65,2.0
2021,Jawa Tengah,62.4,1.88,8.01,15.93,1.68,1.98,1.82,1.27,5.03
2021,Jawa Tengah,25.0,10.0,20.0,25.0,5.0,5.0,2.5,5.0,2.5
2021,Jawa Tengah,63.0,2.0,5.0,20.0,1.0,2.0,2.0,3.0,2.0
2021,Jawa Tengah,74.7,0.8,8.4,11.3,0.5,1.9,0.3,1.8,0.3
2021,Jawa Tengah,20.0,5.0,18.0,40.0,10.0,2.0,2.0,2.5,0.5
2021,Jawa Tengah,38.12,1.59,13.38,34.45,0.93,1.88,0.77,1.33,7.55
2021,Jawa Tengah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Jawa Tengah,32.24,22.75,10.86,21.7,0.78,2.12,0.53,1.68,7.34
2021,Jawa Tengah,32.3,20.76,9.06,23.07,0.6,1.77,0.44,1.23,10.77
2021,Jawa Tengah,3.0,9.0,23.0,30.0,4.0,4.0,2.0,5.0,20.0
2021,Jawa Tengah,37.97,22.81,11.09,14.91,2.31,2.39,1.18,2.46,4.88
2021,Jawa Tengah,28.0,13.0,13.0,16.0,7.0,6.0,3.0,6.0,8.0
2021,Jawa Tengah,2.0,6.0,7.0,9.0,1.0,3.0,1.0,0.0,71.0
2021,Jawa Tengah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Jawa Tengah,20.0,16.0,18.0,33.0,3.0,2.0,2.0,1.0,5.0
2021,Jawa Tengah,2.0,80.0,2.0,11.0,1.0,1.0,1.0,1.0,1.0
2021,Jawa Tengah,33.7,13.3,18.8,21.5,0.8,1.8,0.5,3.7,5.9
2021,Jawa Tengah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Jawa Tengah,60.79,0.0,10.18,17.2,1.22,4.94,1.0,1.79,2.88
2021,Jawa Tengah,54.0,11.0,8.5,14.0,1.0,7.0,2.0,2.0,0.5
2021,D.I. Yogyakarta,67.18,0.0,12.6,17.22,1.68,0.21,0.0,1.11,0.0
2021,D.I. Yogyakarta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,D.I. Yogyakarta,50.21,10.91,6.18,10.79,2.12,0.68,0.13,10.66,8.32
2021,Jawa Timur,68.4,2.9,8.3,17.0,0.5,0.2,0.2,0.5,2.0
2021,Jawa Timur,44.76,0.36,16.53,21.89,0.48,6.61,1.43,0.6,7.34
2021,Jawa Timur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Jawa Timur,48.0,16.0,7.0,6.5,9.0,6.7,2.5,2.0,2.3
2021,Jawa Timur,70.85,1.0,12.45,7.5,0.9,1.94,0.52,0.92,3.92
2021,Jawa Timur,46.4,22.47,4.28,11.31,0.2,2.02,0.63,4.75,7.94
2021,Jawa Timur,40.25,17.35,10.65,17.8,1.15,3.25,1.45,1.5,6.6
2021,Jawa Timur,3.12,0.84,18.98,21.78,0.94,1.52,0.57,2.55,49.7
2021,Jawa Timur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Jawa Timur,48.85,7.27,7.93,12.5,1.24,2.71,1.33,1.24,16.93
2021,Jawa Timur,61.5,2.0,13.1,12.3,6.0,1.0,1.0,1.0,2.1
2021,Jawa Timur,25.0,25.0,8.0,20.0,1.5,2.0,1.8,1.3,15.4
2021,Jawa Timur,38.3,3.8,10.4,30.6,2.4,2.3,3.7,3.5,5.0
2021,Jawa Timur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Jawa Timur,58.52,15.32,5.78,11.02,0.17,1.62,0.1,1.33,6.14
2021,Jawa Timur,30.0,12.0,9.0,18.0,8.0,2.0,2.0,1.0,18.0
2021,Jawa Timur,55.0,4.0,7.0,13.0,3.0,5.0,2.0,2.0,9.0
2021,Jawa Timur,58.62,1.08,20.83,17.33,0.0,0.91,0.26,0.57,0.4
2021,Jawa Timur,54.2,7.7,12.4,14.5,4.7,2.2,1.4,0.8,2.1
2021,Jawa Timur,53.0,13.6,5.2,9.1,0.8,2.9,3.0,3.4,9.0
2021,Jawa Timur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Jawa Timur,60.98,3.68,10.56,19.87,0.82,0.78,0.93,0.96,1.42
2021,Jawa Timur,10.11,6.4,1.35,6.06,0.07,0.67,0.07,0.13,75.14
2021,Jawa Timur,81.0,1.5,7.9,4.0,2.5,0.9,0.9,0.8,0.5
2021,Jawa Timur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Jawa Timur,4.0,2.0,6.0,4.0,1.0,0.0,0.0,1.0,0.0
2021,Banten,63.01,0.0,9.13,20.02,1.0,2.0,0.0,0.28,4.56
2021,Banten,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Banten,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Bali,11.22,30.88,11.1,22.1,2.1,7.0,7.0,2.7,5.9
2021,Bali,5.0,39.0,37.0,42.0,0.0,0.0,0.0,0.0,0.0
2021,Bali,16.0,33.9,11.1,28.4,2.6,2.1,0.67,0.9,4.33
2021,Bali,0.0,58.73,10.89,17.08,3.15,0.76,0.74,0.0,8.65
2021,Bali,12.0,70.0,2.0,3.8,1.5,0.4,0.5,0.8,9.0
2021,Bali,2.99,62.57,5.63,10.18,2.82,5.33,4.55,3.33,2.6
2021,Bali,29.3,33.9,6.9,13.7,0.8,0.7,0.3,2.1,12.3
2021,Nusa Tenggara Barat,36.0,23.0,3.5,19.0,7.0,4.0,3.0,4.0,0.5
2021,Nusa Tenggara Barat,38.21,8.18,12.19,20.34,2.36,0.51,0.68,4.28,13.25
2021,Nusa Tenggara Barat,64.0,6.0,7.0,9.0,6.0,2.0,2.0,2.0,2.0
2021,Nusa Tenggara Timur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Nusa Tenggara Timur,34.79,17.0,23.31,11.1,2.65,3.27,1.35,2.97,3.56
2021,Nusa Tenggara Timur,28.5,16.5,14.0,20.5,5.0,3.0,1.5,2.5,8.5
2021,Kalimantan Barat,40.0,5.6,14.2,25.0,0.3,1.0,0.9,2.0,11.0
2021,Kalimantan Barat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Kalimantan Barat,56.21,13.61,4.73,7.1,0.0,0.0,0.0,2.96,15.39
2021,Kalimantan Barat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Kalimantan Barat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Kalimantan Barat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Kalimantan Tengah,30.0,22.0,18.0,20.0,6.0,0.0,0.0,0.0,4.0
2021,Kalimantan Tengah,30.0,12.0,14.0,20.0,5.0,5.0,2.0,2.0,10.0
2021,Kalimantan Tengah,30.0,15.0,10.5,25.0,2.0,1.5,5.0,2.5,8.5
2021,Kalimantan Tengah,20.0,10.0,15.0,50.0,1.0,0.5,2.0,1.0,0.5
2021,Kalimantan Tengah,23.51,26.74,13.31,25.13,3.19,2.41,0.83,1.79,3.09
2021,Kalimantan Tengah,32.0,9.0,7.0,37.0,1.0,5.0,6.5,1.2,1.3
2021,Kalimantan Tengah,42.04,4.33,8.54,19.49,1.28,2.36,2.18,2.04,17.73
2021,Kalimantan Selatan,40.0,20.0,10.0,14.0,3.0,4.0,5.0,2.0,2.0
2021,Kalimantan Selatan,34.0,13.0,27.0,11.0,1.0,1.0,0.2,1.0,11.8
2021,Kalimantan Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Kalimantan Selatan,59.5,9.5,10.5,12.0,3.1,1.9,0.5,2.0,1.0
2021,Kalimantan Selatan,50.24,3.58,10.5,33.4,0.48,0.88,0.15,0.12,0.64
2021,Kalimantan Selatan,55.18,1.48,13.13,25.35,2.9,0.46,0.9,0.4,0.2
2021,Kalimantan Selatan,40.04,1.4,4.05,24.91,3.63,1.05,1.24,1.47,22.21
2021,Kalimantan Selatan,50.63,9.21,9.83,13.78,0.85,0.65,1.09,7.8,6.16
2021,Kalimantan Selatan,36.0,2.0,17.0,24.0,1.0,3.0,0.0,3.0,14.0
2021,Kalimantan Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Kalimantan Selatan,57.46,10.24,10.95,14.62,2.06,1.67,0.72,1.2,1.08
2021,Kalimantan Selatan,55.89,0.64,9.39,12.77,1.36,14.93,1.63,2.71,0.68
2021,Kalimantan Selatan,48.3,4.2,16.0,23.7,0.5,0.3,0.4,0.1,6.5
2021,Kalimantan Timur,54.99,0.22,10.2,13.64,1.38,13.56,1.2,3.52,1.29
2021,Kalimantan Timur,73.92,0.98,10.43,7.86,2.04,1.57,0.55,1.75,0.9
2021,Kalimantan Timur,43.0,20.0,7.0,22.0,2.0,1.0,2.0,2.0,1.0
2021,Kalimantan Timur,46.13,1.09,20.87,29.83,0.22,0.02,0.67,0.83,0.34
2021,Kalimantan Timur,42.3,6.36,10.26,7.2,3.87,2.94,0.98,6.56,19.53
2021,Kalimantan Timur,53.39,7.0,17.0,19.9,0.65,0.62,0.06,0.92,0.46
2021,Kalimantan Timur,44.12,6.0,27.5,18.0,2.1,0.03,0.25,1.05,0.95
2021,Kalimantan Utara,46.4,8.2,23.4,21.3,0.2,0.2,0.1,0.1,0.1
2021,Kalimantan Utara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Sulawesi Utara,51.1,4.89,5.2,26.0,0.4,3.3,0.5,2.0,6.61
2021,Sulawesi Utara,20.0,12.0,12.0,36.0,4.0,4.0,5.0,2.0,5.0
2021,Sulawesi Utara,36.08,9.68,12.16,11.04,4.28,4.26,3.24,5.14,14.12
2021,Sulawesi Utara,2.0,15.0,1.0,8.0,0.5,1.0,0.3,0.5,71.7
2021,Sulawesi Utara,20.0,10.0,10.0,25.0,5.0,12.0,10.0,5.0,3.0
2021,Sulawesi Utara,47.7,1.14,18.66,19.48,0.26,1.54,1.49,1.85,7.88
2021,Sulawesi Utara,48.2,2.05,18.03,19.07,0.36,1.48,1.37,1.83,7.61
2021,Sulawesi Utara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Sulawesi Utara,53.5,5.0,11.8,8.5,5.7,3.6,2.6,2.8,6.5
2021,Sulawesi Tengah,35.0,10.0,20.0,13.0,6.0,3.0,3.0,3.0,7.0
2021,Sulawesi Tengah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Sulawesi Tengah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Sulawesi Tengah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Sulawesi Tengah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Sulawesi Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Sulawesi Selatan,15.0,10.0,25.0,20.0,5.0,5.0,5.0,5.0,10.0
2021,Sulawesi Selatan,30.13,27.5,11.0,14.0,1.24,3.0,2.0,1.13,10.0
2021,Sulawesi Selatan,27.0,18.0,10.0,18.0,6.0,1.5,5.0,1.5,13.0
2021,Sulawesi Selatan,31.5,13.0,31.09,14.68,8.2,0.87,0.44,0.08,0.14
2021,Sulawesi Selatan,73.2,0.5,10.1,8.7,3.1,0.3,1.1,1.1,1.9
2021,Sulawesi Selatan,73.98,7.9,3.18,7.86,2.21,0.57,0.55,0.25,3.5
2021,Sulawesi Selatan,63.13,10.83,8.99,7.29,6.5,0.72,0.19,1.55,0.8
2021,Sulawesi Selatan,57.0,12.5,6.0,15.0,2.5,1.0,1.0,1.0,4.0
2021,Sulawesi Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Sulawesi Selatan,41.03,17.34,7.2,17.02,2.1,3.9,6.4,2.9,2.11
2021,Sulawesi Selatan,56.0,9.6,6.2,6.6,4.5,3.6,4.2,4.4,4.9
2021,Sulawesi Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Sulawesi Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Sulawesi Selatan,40.0,10.0,25.0,15.0,3.0,1.0,2.0,2.0,2.0
2021,Sulawesi Selatan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Sulawesi Selatan,51.8,11.35,12.45,11.2,3.75,1.95,2.1,2.75,2.65
2021,Sulawesi Selatan,30.0,25.0,20.0,15.0,8.0,0.0,0.0,0.0,2.0
2021,Sulawesi Tenggara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Sulawesi Tenggara,43.65,17.44,16.78,17.25,1.54,0.72,1.06,1.16,0.4
2021,Gorontalo,21.0,10.0,10.0,30.0,8.0,5.0,7.0,9.0,0.0
2021,Sulawesi Barat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Sulawesi Barat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Sulawesi Barat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Maluku,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Maluku,33.0,22.0,11.0,23.0,2.0,1.0,1.0,2.0,5.0
2021,Maluku,8.5,17.5,10.8,15.8,5.6,9.3,7.0,6.7,18.8
2021,Maluku Utara,34.0,25.0,12.0,11.8,2.3,0.8,1.5,5.8,6.8
2021,Papua,40.0,0.0,20.0,20.0,3.0,0.0,0.0,0.0,0.0
2021,Papua,12.88,39.22,22.35,11.63,10.46,0.01,0.13,3.32,0.0
2021,Papua,10.0,10.0,5.0,45.0,10.0,5.0,5.0,5.0,5.0
2021,Papua,67.39,10.5,4.78,6.59,4.22,2.04,1.09,0.45,2.94
2021,Papua Barat,44.0,0.0,11.0,26.0,0.0,0.0,0.0,0.0,19.0
2021,Papua Selatan,20.0,10.0,15.0,40.0,4.0,3.0,3.0,3.0,2.0
2021,Papua Tengah,62.56,15.13,4.6,11.32,0.48,1.95,0.0,1.79,2.17
2021,Papua Pegunungan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Papua Barat Daya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Papua Barat Daya,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Aceh,37.0,14.0,5.0,26.0,5.0,3.0,2.0,4.0,4.0
2020,Aceh,22.0,18.0,7.0,26.0,3.0,11.0,5.0,5.0,3.0
2020,Aceh,5.18,13.05,11.93,35.73,16.88,6.65,5.55,2.03,3.0
2020,Aceh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Aceh,20.0,20.0,10.0,15.0,5.0,10.0,5.0,5.0,10.0
2020,Aceh,35.2,11.5,3.0,6.8,4.5,7.5,9.3,4.5,17.7
2020,Aceh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Aceh,18.0,21.0,4.0,8.0,13.0,10.0,7.0,8.0,11.0
2020,Sumatera Utara,37.0,31.0,24.4,7.0,0.2,0.2,0.2,0.0,0.0
2020,Sumatera Utara,20.5,24.0,13.8,20.2,6.0,5.0,3.0,2.0,5.5
2020,Sumatera Utara,1.16,61.4,7.18,13.04,2.0,5.48,0.44,1.33,7.97
2020,Sumatera Utara,55.53,10.99,12.48,19.26,0.32,0.35,0.2,0.53,0.34
2020,Sumatera Utara,12.0,55.0,10.0,13.0,3.0,1.0,0.2,0.8,5.0
2020,Sumatera Utara,24.0,10.0,20.0,30.0,6.2,2.0,1.0,0.8,6.0
2020,Sumatera Utara,48.0,5.0,17.0,14.0,1.0,4.0,2.0,1.0,8.0
2020,Sumatera Utara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Sumatera Utara,62.7,1.73,11.43,16.65,0.73,2.6,0.71,1.83,1.62
2020,Sumatera Barat,20.4,19.6,23.0,19.0,16.0,0.42,1.58,0.0,0.0
2020,Sumatera Barat,20.8,18.6,38.4,19.6,1.9,0.3,0.4,0.0,0.0
2020,Sumatera Barat,69.34,0.0,8.63,6.0,2.24,1.57,0.0,3.33,8.89
2020,Sumatera Barat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Sumatera Barat,40.0,17.0,10.0,16.0,4.0,3.0,2.0,2.0,6.0
2020,Sumatera Barat,0.0,0.0,20.0,30.0,45.0,0.0,0.0,0.0,0.0
2020,Sumatera Barat,30.0,10.0,20.0,30.0,5.0,0.0,0.0,0.0,5.0
2020,Sumatera Barat,62.0,8.3,6.1,12.6,0.2,2.8,1.5,2.4,4.1
2020,Sumatera Barat,46.07,11.56,9.28,22.32,0.6,0.54,0.1,1.1,8.43
2020,Sumatera Barat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Sumatera Barat,43.15,23.56,14.35,12.67,1.5,0.95,0.8,1.19,1.83
2020,Sumatera Barat,61.81,1.1,16.79,17.74,0.46,0.9,0.0,0.51,0.69
2020,Sumatera Barat,51.62,7.43,11.42,21.54,0.65,1.56,0.57,0.87,4.34
2020,Riau,20.0,10.0,5.0,35.0,10.0,5.0,5.0,5.0,5.0
